"","DataThrough","Season","TeamName","Seed","ConfShort","Coach","Wins","Losses","AdjEM","RankAdjEM","Pythag","RankPythag","AdjOE","RankAdjOE","OE","RankOE","AdjDE","RankAdjDE","DE","RankDE","Tempo","RankTempo","AdjTempo","RankAdjTempo","Luck","RankLuck","SOS","RankSOS","SOSO","RankSOSO","SOSD","RankSOSD","NCSOS","RankNCSOS","Event","APL_Off","RankAPL_Off","APL_Def","RankAPL_Def","ConfAPL_Off","RankConfAPL_Off","ConfAPL_Def","RankConfAPL_Def"
"1637","Wednesday, March 4",2026,"Campbell",0,"CAA","John Andrzejek",14,17,-2.0306,190,0.4479,188,110.734,142,107.733,191,112.765,243,112.8,289,69.9836,96,69.378,69,5e-04,186,1.3722,124,109.83,140,108.458,135,7.8067,40,NA,17.18,132,17.15,96,17.52,4,17.4,3
"1638","Wednesday, March 4",2026,"Queens",0,"ASun","Grant Leonard",18,13,-2.3105,191,0.4436,191,116.16,77,119.755,20,118.471,331,117.897,346,70.5643,78,69.353,70,0.0386,90,-5.7296,285,108.811,188,114.541,357,5.7432,61,NA,15.97,31,18.03,296,15.88,1,18.31,11
"1639","Wednesday, March 4",2026,"Buffalo",0,"MAC","George Halcovage",17,13,-2.3883,192,0.4401,192,112.905,110,114.033,77,115.294,292,111.546,263,67.5957,221,66.4803,223,-0.0322,282,-4.4838,257,106.811,277,111.295,238,-6.6169,330,NA,17.34,158,18.08,304,17.38,8,17.81,11
"1640","Wednesday, March 4",2026,"South Alabama",0,"SB","Richie Riley",21,10,-2.4271,193,0.4357,195,106.655,220,108.28,176,109.082,163,104.483,90,65.6787,312,64.5734,321,0.0664,44,-5.8045,286,106.191,291,111.995,275,-4.8301,304,NA,17.69,202,18.52,349,17.86,8,18.64,13
"1641","Wednesday, March 4",2026,"Weber St.",0,"BSky","Eric Duft",16,15,-2.4766,194,0.4373,193,111.782,127,111.72,107,114.259,272,111.58,265,69.8527,106,68.4589,112,-0.02,244,-1.8297,203,108.375,220,110.204,192,-0.932,215,NA,17.07,116,17.23,112,17.33,4,17.33,4
"1642","Wednesday, March 4",2026,"Green Bay",0,"Horz","Doug Gottlieb",18,14,-2.5505,195,0.4359,194,112.581,117,113.588,81,115.131,289,115.467,325,64.663,340,62.7782,358,0.066,45,-1.9993,209,110.275,119,112.274,291,6.6536,47,NA,19.66,359,17.31,127,19.74,11,17.13,4
"1643","Wednesday, March 4",2026,"Tulane",0,"Amer","Ron Hunter",17,12,-2.7123,196,0.429,197,107.699,198,105.016,253,110.411,202,108.935,188,68.0653,203,66.7958,209,0.1433,4,0.2437,149,108.461,208,108.218,125,-3.7576,286,NA,16.96,102,18.27,327,16.93,5,17.95,11
"1644","Wednesday, March 4",2026,"Marshall",0,"SB","Cornelius Jackson",19,12,-2.7402,197,0.4315,196,112.993,108,114.199,75,115.733,301,111.545,262,70.6254,76,69.1837,77,0.0487,66,-3.8036,243,107.4,260,111.203,234,-0.5612,206,NA,15.51,15,18.31,335,15.38,2,18.82,14
"1645","Wednesday, March 4",2026,"Massachusetts",0,"MAC","Frank Martin",16,15,-2.8606,198,0.4261,198,109.007,174,109.833,144,111.868,225,108.107,172,71.266,48,69.9905,41,-0.0569,321,-4.0794,251,107.356,264,111.435,244,-6.2665,325,NA,16.7,77,17.25,114,16.92,4,17.3,7
"1646","Wednesday, March 4",2026,"FIU",0,"CUSA","Jeremy Ballard",14,15,-2.8607,199,0.425,199,107.365,203,107.029,209,110.226,196,109.648,214,71.741,33,71.764,13,-0.0198,243,-0.8154,175,109.117,176,109.932,183,-0.0627,192,NA,15.33,10,18.09,305,15.65,1,18.35,11
"1647","Wednesday, March 4",2026,"UMBC",0,"AE","Jim Ferry",21,8,-2.9638,200,0.4221,200,107.061,212,111.277,115,110.024,189,101.65,48,66.5007,274,66.0746,246,0.0465,71,-14.0502,365,101.273,365,115.323,365,-6.8107,332,NA,17.25,141,18.7,358,17.22,1,19.4,9
"1648","Wednesday, March 4",2026,"Howard",0,"MEAC","Kenny Blakeney",20,10,-3.0568,201,0.4167,203,103.049,291,107.594,196,106.106,109,97.6969,18,69.2554,134,68.9807,91,-0.0335,288,-13.5696,364,101.297,364,114.866,360,-1.3186,225,NA,17.2,136,17.35,142,16.68,2,17.57,5
"1649","Wednesday, March 4",2026,"Portland",0,"WCC","Shantay Legans",13,18,-3.0574,202,0.4194,201,106.535,222,101.995,303,109.592,179,111.905,272,69.8068,109,68.2196,125,0.0479,68,4.3978,97,111.708,94,107.31,99,0.7378,167,NA,17.32,155,17.29,119,17.91,8,17.79,7
"1650","Wednesday, March 4",2026,"Furman",0,"SC","Bob Richey",19,12,-3.1212,203,0.4175,202,106.269,231,110.474,126,109.39,173,106.907,139,66.5973,271,65.7718,261,-0.0077,209,-6.0487,290,108.392,218,114.44,355,-0.5419,203,NA,18.06,245,17.75,244,18.49,9,17.9,8
"1651","Wednesday, March 4",2026,"Indiana St.",0,"MVC","Matthew Graves",11,20,-3.223,204,0.415,204,106.362,230,103.313,279,109.585,178,107.74,161,68.6306,171,68.2013,126,-0.099,360,1.1797,129,108.687,197,107.507,101,-6.3557,327,NA,17.57,185,17.32,129,17.96,6,17.29,3
"1652","Wednesday, March 4",2026,"Marist",0,"MAAC","John Dunne",18,11,-3.2335,205,0.4092,208,99.6229,329,103.557,275,102.856,59,95.8087,6,66.3495,284,65.9907,251,-0.024,252,-9.298,345,104.161,326,113.459,336,-7.2433,339,NA,17.67,195,18.35,336,17.45,3,18.71,10
"1653","Wednesday, March 4",2026,"Jacksonville St.",0,"CUSA","Ray Harper",14,15,-3.3038,206,0.413,205,106.479,224,106.605,214,109.783,182,107.458,155,65.7151,309,64.9851,299,-0.0524,314,-2.8369,222,108.017,241,110.854,218,-5.6612,316,NA,18.67,308,17.73,236,18.82,10,17.53,3
"1654","Wednesday, March 4",2026,"Siena",0,"MAAC","Gerry McNamara",20,11,-3.3589,207,0.4123,206,107.292,206,109.852,142,110.651,206,102.748,57,64.472,345,64.6326,319,-0.0058,202,-9.5613,349,103.214,351,112.775,310,-7.5183,343,NA,18.96,329,18.3,332,18.99,10,18.75,12
"1655","Wednesday, March 4",2026,"Tennessee St.",0,"OVC","Nolan Smith",21,9,-3.4011,208,0.4122,207,108.578,182,109.33,159,111.979,227,104.779,92,70.9458,60,70.275,35,0.0771,29,-7.7684,322,103.571,343,111.34,240,6.4353,51,NA,16.51,63,17.33,136,16.34,2,17.84,6
"1656","Wednesday, March 4",2026,"Samford",0,"SC","Lennie Acuff",18,13,-3.6248,209,0.4075,209,109.584,164,112.289,94,113.209,252,110.756,238,68.4298,183,66.9708,194,0.0224,125,-5.8355,287,108.195,231,114.031,351,0.5638,174,NA,17.56,183,17.33,133,17.55,4,17.71,5
"1657","Wednesday, March 4",2026,"James Madison",0,"SB","Preston Spradlin",18,14,-3.6312,210,0.4071,210,109.302,168,110.627,125,112.933,247,109.749,217,66.8565,253,65.6787,266,0.0279,110,-4.7957,266,106.752,279,111.548,247,-2.8525,268,NA,18.55,298,17.2,104,18.43,10,17.62,8
"1658","Wednesday, March 4",2026,"Tarleton St.",0,"WAC","Billy Gillispie",14,16,-3.6624,211,0.4022,211,104.5,262,101.623,308,108.163,144,106.381,123,70.3459,82,69.1979,76,-0.0215,246,1.4371,120,108.561,203,107.124,96,4.0622,90,NA,17.41,163,16.73,32,17.3,4,17.45,3
"1659","Wednesday, March 4",2026,"Cal Poly",0,"BW","Mike DeGeorge",13,17,-3.8897,212,0.4006,212,109.068,173,105.91,232,112.957,249,112.287,278,75.8839,1,73.6132,1,0.0271,111,1.6473,116,109.483,156,107.836,112,5.5719,63,NA,14.56,2,17.35,140,14.72,1,17.57,10
"1660","Wednesday, March 4",2026,"Missouri St.",0,"CUSA","Cuonzo Martin",13,16,-3.9086,213,0.3989,213,107.692,199,107.331,204,111.601,218,109.772,218,66.8383,254,65.6921,265,-0.0601,325,-1.4113,191,108.432,210,109.844,181,-1.0232,218,NA,17.95,234,17.87,270,17.95,6,17.86,5
"1661","Wednesday, March 4",2026,"Drake",0,"MVC","Eric Henderson",12,19,-3.9851,214,0.3988,214,109.695,162,107.987,183,113.68,263,112.063,276,68.0152,207,67.3505,177,-0.0815,342,1.7102,115,109.357,163,107.646,107,-3.7887,287,NA,17.8,216,17.44,158,17.6,4,17.48,5
"1662","Wednesday, March 4",2026,"Tennessee Martin",0,"OVC","Jeremy Shulman",21,10,-4.0126,215,0.3896,218,100.809,315,102.928,290,104.821,87,97.1902,14,66.2749,289,64.2972,328,0.042,81,-8.7524,338,103.134,353,111.887,267,-0.0142,190,NA,18.34,270,17.61,207,18.24,6,18.47,11
"1663","Wednesday, March 4",2026,"South Dakota St.",0,"Sum","Bryan Petersen",14,17,-4.0552,216,0.3956,215,108.005,192,109.369,157,112.061,230,108.882,187,68.0411,205,66.7775,211,-0.1153,363,-3.4412,231,107.766,250,111.207,235,2.3364,122,NA,17.44,166,17.72,235,17.58,6,18.16,8
"1664","Wednesday, March 4",2026,"Youngstown St.",0,"Horz","Ethan Faulkner",15,17,-4.0612,217,0.3932,216,105.674,244,109.127,162,109.735,181,108.841,186,68.6308,170,67.1133,186,-0.0921,355,-3.7529,242,109.641,148,113.394,332,-2.1509,252,NA,18.02,240,17.07,81,18.36,9,17.05,2
"1665","Wednesday, March 4",2026,"LIU",0,"NEC","Rod Strickland",22,10,-4.1937,218,0.3901,217,105.854,240,108.346,174,110.048,191,104.057,77,68.3299,189,67.7915,145,0.0984,16,-9.4079,347,104.147,328,113.555,340,2.2657,125,NA,17.19,133,17.77,250,17.46,3,18.53,6
"1666","Wednesday, March 4",2026,"Quinnipiac",0,"MAAC","Tom Pecora",19,12,-4.3649,219,0.3837,220,103.807,270,105.392,245,108.172,145,102.723,56,69.6621,117,69.5862,61,0.0436,77,-7.5671,313,104.561,315,112.128,281,1.0913,155,NA,16.48,60,18.27,328,16.71,1,18.74,11
"1667","Wednesday, March 4",2026,"Drexel",0,"CAA","Zach Spiker",16,15,-4.7125,220,0.3737,222,102.623,299,103.058,288,107.335,132,103.134,62,65.1083,331,63.9885,338,0.0015,179,-4.2532,254,106.365,288,110.618,213,-7.8486,347,NA,19.2,342,17.47,167,19.71,13,17.58,6
"1668","Wednesday, March 4",2026,"Detroit Mercy",0,"Horz","Mark Montgomery",16,14,-4.8253,221,0.3779,221,108.892,177,109.989,140,113.717,264,113.555,299,70.0487,94,68.8822,95,0.0732,33,-2.5117,216,109.572,151,112.084,279,7.8121,38,NA,17.36,159,16.94,59,17.38,7,17.2,5
"1669","Wednesday, March 4",2026,"Denver",0,"Sum","Tim Bergstraser",15,16,-4.8799,222,0.3846,219,116.958,66,116.744,51,121.838,357,120.955,360,69.4509,127,67.7396,151,0.0094,158,-1.1136,181,109.555,152,110.669,214,8.322,29,NA,17.65,190,17.14,93,17.71,7,17.32,4
"1670","Wednesday, March 4",2026,"Rice",0,"Amer","Rob Lanier",12,18,-5.0794,223,0.3718,223,108.832,179,106.072,225,113.912,267,113.591,302,66.6568,267,65.3794,279,1e-04,189,0.6315,143,109.379,160,108.748,144,-1.8564,242,NA,18.4,280,17.34,138,18.98,11,17.63,7
"1671","Wednesday, March 4",2026,"Southern Miss",0,"SB","Jay Ladner",16,15,-5.154,224,0.3643,226,103.935,268,104.241,267,109.089,164,106.257,119,69.534,123,68.5919,107,0.0314,104,-3.4431,232,107.472,257,110.915,222,1.3851,144,NA,17.67,197,16.85,41,17.58,7,16.57,2
"1672","Wednesday, March 4",2026,"La Salle",0,"A10","Darris Nichols",9,21,-5.1756,225,0.3647,225,104.65,258,100.057,326,109.826,184,111.253,255,66.1651,295,65.28,285,-0.0266,264,5.2199,90,111.72,93,106.5,84,3.6469,98,NA,18.55,297,17.52,186,18.48,10,17.71,5
"1673","Wednesday, March 4",2026,"Southeast Missouri",0,"OVC","Brad Korn",19,12,-5.1797,226,0.3629,227,103.238,285,105.051,250,108.417,154,103.004,61,70.1825,90,69.1038,84,0.0315,103,-7.5751,314,104.284,320,111.859,264,5.2341,73,NA,16.73,78,17.56,194,16.96,3,18.07,9
"1674","Wednesday, March 4",2026,"Elon",0,"CAA","Billy Taylor",14,17,-5.23,227,0.3708,224,111.171,136,111.751,106,116.401,309,114.691,317,68.0005,208,66.8682,200,-0.0252,259,-2.1279,211,108.485,207,110.613,212,-2.714,263,NA,17.67,196,17.68,224,17.81,6,17.86,9
"1675","Wednesday, March 4",2026,"Abilene Christian",0,"WAC","Brette Tanner",13,16,-5.2359,228,0.3601,228,102.165,301,99.236,335,107.401,133,106.306,121,68.5859,174,66.9572,196,0.03,105,0.6634,142,108.833,186,108.17,123,1.6771,141,NA,17.89,225,16.81,38,17.08,2,17.47,4
"1676","Wednesday, March 4",2026,"Stony Brook",0,"CAA","Geno Ford",17,14,-5.3771,229,0.36,229,104.769,257,104.053,270,110.146,193,106.817,138,66.2018,293,66.0131,249,0.0754,30,-2.8045,220,106.898,276,109.702,176,-3.8689,289,NA,18.31,265,17.69,228,18.35,9,17.81,8
"1677","Wednesday, March 4",2026,"Coastal Carolina",0,"SB","Justin Gray",19,12,-5.556,230,0.3522,234,102.068,304,102.631,293,107.624,137,104.067,79,68.3482,188,66.8297,206,0.1305,5,-4.741,263,106.915,274,111.656,252,-1.9409,243,NA,18.7,312,16.58,18,19.31,13,16.5,1
"1678","Wednesday, March 4",2026,"Ohio",0,"MAC","Jeff Boals",15,15,-5.5795,231,0.3582,230,107.241,208,107.319,205,112.821,244,111.518,260,70.194,89,68.5748,108,0.0475,69,-1.4998,194,108.808,189,110.308,194,1.2358,150,NA,17.07,115,17.48,171,16.94,5,17.6,10
"1679","Wednesday, March 4",2026,"Bethune Cookman",0,"SWAC","Reggie Theus",17,13,-5.661,232,0.3518,235,103.683,276,103.892,272,109.343,172,107.454,154,71.0756,54,69.1274,82,0.1008,14,-6.6882,300,105.442,302,112.13,282,14.414,6,NA,17.31,152,16.55,14,17.11,7,16.78,2
"1680","Wednesday, March 4",2026,"San Diego",0,"WCC","Steve Lavin",11,20,-5.8187,233,0.3541,232,108.405,186,105.037,252,114.224,270,114.176,309,69.317,131,68.4205,117,0.0013,182,2.3221,110,110.213,122,107.891,114,-2.363,255,NA,17.56,181,17.11,89,17.56,6,17.04,2
"1681","Wednesday, March 4",2026,"San Jose St.",0,"MWC","Tim Miles",8,22,-5.8877,234,0.3553,231,110.706,143,105.869,234,116.593,314,119.458,358,65.7034,310,64.9083,307,-0.0165,230,7.0245,78,113.04,80,106.015,78,1.8762,133,NA,19.06,335,17.46,164,19.01,9,17.7,5
"1682","Wednesday, March 4",2026,"Western Carolina",0,"SC","Tim Craft",14,15,-5.9209,235,0.3536,233,109.918,158,111.376,112,115.839,304,114.051,308,68.9338,154,67.8176,141,-0.0156,228,-3.891,244,108.723,195,112.614,301,10.3891,19,NA,17.95,233,16.91,50,18.36,7,17.69,4
"1683","Wednesday, March 4",2026,"Eastern Michigan",0,"MAC","Stan Heath",10,20,-6.0853,236,0.3395,238,102.153,302,102.084,302,108.239,148,107.754,163,68.2733,192,66.2178,234,-0.0908,353,-0.1928,161,110.169,123,110.362,197,2.0354,128,NA,18.36,275,16.88,45,18.44,12,16.98,3
"1684","Wednesday, March 4",2026,"Lamar",0,"Slnd","Alvin Brooks",12,19,-6.2318,237,0.3374,239,103.105,289,103.509,277,109.337,169,106.448,124,65.8032,305,65.4218,276,-0.0892,350,-2.4738,215,107.465,258,109.939,184,-0.4783,202,NA,17.89,224,18.21,321,18.34,8,18.31,8
"1685","Wednesday, March 4",2026,"Vermont",0,"AE","John Becker",20,11,-6.2449,238,0.3424,236,106.966,216,110.99,120,113.211,253,105.957,112,64.6616,341,64.9178,306,0.0049,171,-10.2607,353,103.536,345,113.797,348,-2.0773,249,NA,18.6,300,18.25,324,18.87,6,18.13,5
"1686","Wednesday, March 4",2026,"Saint Peter's",0,"MAAC","Bashir Mason",17,11,-6.3092,239,0.3367,240,103.898,269,105.559,242,110.207,195,104.177,82,65.569,320,65.441,273,0.0647,47,-7.8672,324,104.281,321,112.148,283,-0.5508,204,NA,19.02,333,17.73,238,18.94,8,18.08,5
"1687","Wednesday, March 4",2026,"Nicholls",0,"Slnd","Tevon Saddler",13,18,-6.3157,240,0.3398,237,106.219,232,104.225,268,112.535,239,110.949,247,68.6921,167,68.3341,122,0.0491,64,0.3791,148,108.826,187,108.447,134,10.0528,20,NA,17.29,149,17.43,157,17.57,3,17.59,2
"1688","Wednesday, March 4",2026,"Texas St.",0,"SB","Terrence Johnson",19,12,-6.4493,241,0.3336,242,103.959,267,105.279,248,110.409,201,105.928,111,67.2559,236,65.9051,254,0.0996,15,-6.6718,299,105.574,301,112.246,286,-8.6305,355,NA,17.79,215,17.63,211,17.52,6,17.92,10
"1689","Wednesday, March 4",2026,"Charleston Southern",0,"BSth","Saah Nimley",15,16,-6.4871,242,0.3357,241,106.089,235,107.744,190,112.576,240,107.324,151,73.1878,13,71.4039,14,-0.0796,341,-6.4715,297,105.939,296,112.411,295,-5.2979,308,NA,16.13,39,16.67,28,16.32,2,16.63,3
"1690","Wednesday, March 4",2026,"American",0,"PL","Duane Simpkins",16,15,-6.553,243,0.3331,243,105.301,251,107.753,189,111.854,224,108.179,174,66.9035,252,66.6607,215,-0.0101,216,-8.215,333,105.043,308,113.258,331,0.3021,179,NA,18.17,255,17.57,198,18.49,8,18.3,7
"1691","Wednesday, March 4",2026,"Louisiana Tech",0,"CUSA","Talvin Hester",16,13,-6.5891,244,0.3247,248,100.2,324,101.028,312,106.789,120,104.295,86,65.1949,328,64.3491,327,0.0581,53,-3.4442,233,107.815,248,111.259,237,-7.1691,338,NA,18.37,277,18.42,343,18.11,7,18.59,12
"1692","Wednesday, March 4",2026,"Long Beach St.",0,"BW","Chris Acker",9,21,-6.9081,245,0.3258,247,105.814,242,102.405,296,112.722,242,111.151,250,70.6984,75,68.2005,127,-0.0306,278,0.9994,135,108.947,184,107.948,117,4.6955,82,NA,17.5,173,16.62,22,17.56,10,16.12,2
"1693","Wednesday, March 4",2026,"Old Dominion",0,"SB","Mike K. Jones",12,21,-6.9419,246,0.3259,246,106.419,226,107.198,208,113.361,257,110.929,244,70.2952,83,68.8404,98,-0.0734,337,-2.8287,221,108.329,223,111.158,231,5.0951,76,NA,17.15,129,16.91,51,17.01,4,16.77,3
"1694","Wednesday, March 4",2026,"Wofford",0,"SC","Kevin Giltner",19,12,-6.9617,247,0.3304,244,109.878,159,113.997,78,116.84,316,114.183,310,68.5007,182,67.8128,142,0.0898,19,-7.209,308,108.111,236,115.32,364,-4.3191,296,NA,17.75,209,17.17,100,17.67,5,17.42,1
"1695","Wednesday, March 4",2026,"Princeton",0,"Ivy","Mitch Henderson",9,19,-6.9894,248,0.3244,249,106.084,236,104.974,255,113.073,250,111.057,248,64.4245,346,63.1954,352,-0.084,346,-1.7644,200,108.643,200,110.407,202,-0.9547,216,NA,20.07,364,17.33,135,20.9,8,17.94,2
"1696","Wednesday, March 4",2026,"Iona",0,"MAAC","Dan Geriot",18,13,-7.0077,249,0.3204,252,103.705,275,105.836,237,110.712,207,104.112,81,68.5073,181,68.6814,104,0.0493,63,-8.3753,334,104.277,322,112.653,303,-2.8543,269,NA,17.45,167,17.52,184,18.33,7,17.86,2
"1697","Wednesday, March 4",2026,"East Carolina",0,"Amer","Mike Schwartz",11,18,-7.0446,250,0.3192,253,103.466,278,102.132,300,110.511,204,109.668,216,68.9877,150,68.4406,114,-0.0012,190,-1.1782,182,109.234,169,110.413,203,-2.7554,265,NA,17.52,177,17.25,115,17.42,7,17.77,9
"1698","Wednesday, March 4",2026,"Idaho St.",0,"BSky","Ryan Looney",12,19,-7.0716,251,0.328,245,109.871,160,109.42,155,116.943,317,116.222,335,66.8254,255,64.924,305,-0.0388,296,0.1101,153,109.818,141,109.708,177,4.0453,92,NA,19.08,336,17,69,18.52,9,17.46,5
"1699","Wednesday, March 4",2026,"UNC Asheville",0,"BSth","Mike Morrell",14,16,-7.0793,252,0.3205,251,104.837,254,105.511,243,111.916,226,108.993,190,67.0318,246,64.5872,320,-0.0216,248,-3.7282,241,108.059,238,111.787,258,1.2722,148,NA,19.22,343,16.79,35,19.85,9,16.56,2
"1700","Wednesday, March 4",2026,"Colgate",0,"PL","Matt Langel",17,14,-7.1726,253,0.3223,250,107.468,200,109.554,153,114.64,280,111.212,252,66.9038,251,66.8065,208,0.0541,58,-6.6159,298,106.39,287,113.006,319,4.9192,78,NA,17.43,165,18.21,320,17.2,1,18.57,10
"1701","Wednesday, March 4",2026,"Southern Utah",0,"WAC","Rob Jeter",10,19,-7.2244,254,0.319,255,105.997,238,100.979,314,113.221,254,113.584,301,70.8286,63,70.0073,40,-0.028,268,2.4595,108,109.255,168,106.796,93,6.0583,55,NA,17.15,131,16.6,19,17.35,5,16.66,1
"1702","Wednesday, March 4",2026,"Radford",0,"BSth","Zach Chu",16,15,-7.2457,255,0.3191,254,106.39,229,109.019,165,113.635,261,109.645,213,72.4774,18,70.4311,30,-0.0242,254,-6.8161,303,106.415,286,113.231,329,-6.1478,322,NA,16.09,38,17.02,71,16.46,3,17.28,4
"1703","Wednesday, March 4",2026,"Sacramento St.",0,"BSky","Mike Bibby",10,20,-7.5035,256,0.3151,256,107.432,201,105.743,240,114.935,283,115.451,323,72.403,19,71.7987,12,-0.0264,262,1.5739,118,110.895,105,109.321,165,8.9244,24,NA,16.01,32,17.09,83,16.02,1,17.11,1
"1704","Wednesday, March 4",2026,"SIUE",0,"OVC","Brian Barone",19,13,-7.6022,257,0.3003,264,99.6153,330,102.528,295,107.217,128,99.6468,29,65.6044,315,64.2199,329,-0.0071,206,-10.5394,356,102.69,358,113.229,328,-7.6559,344,NA,18.25,262,18.17,314,18.45,8,18.29,10
"1705","Wednesday, March 4",2026,"UC Riverside",0,"BW","Gus Argenal",10,21,-7.6636,258,0.3052,261,103.343,280,100.735,318,111.007,212,110.936,246,71.028,56,68.4027,118,-0.0485,309,1.0974,132,109.751,143,108.654,139,5.9497,58,NA,17.55,179,16.24,6,17.36,9,16.4,5
"1706","Wednesday, March 4",2026,"Purdue Fort Wayne",0,"Horz","Jon Coffman",17,15,-7.7429,259,0.3071,258,105.622,246,107.337,203,113.365,258,114.208,311,69.0319,146,67.6239,158,0.1182,7,-1.5245,195,110.664,111,112.188,285,8.2967,30,NA,17.15,130,17.68,225,17.24,6,17.69,8
"1707","Wednesday, March 4",2026,"Pepperdine",0,"WCC","Ed Schilling",9,22,-7.7675,260,0.3065,259,105.551,249,100.275,323,113.319,256,113.839,304,69.4367,128,68.4539,113,-0.0137,222,3.4836,103,110.81,107,107.327,100,-1.8348,241,NA,17.5,172,17.12,91,17.12,4,17.01,1
"1708","Wednesday, March 4",2026,"Nebraska Omaha",0,"Sum","Chris Crutchfield",15,16,-7.8839,261,0.3065,260,107.114,211,108.221,178,114.998,286,113.524,298,68.8039,161,67.0539,188,0.0323,102,-2.4636,214,109.09,178,111.554,248,3.6394,99,NA,18.11,248,16.69,30,17.91,9,16.92,2
"1709","Wednesday, March 4",2026,"Florida Gulf Coast",0,"ASun","Pat Chambers",15,17,-7.948,262,0.3029,263,105.718,243,109.849,143,113.666,262,112.546,283,69.2425,136,67.5945,163,-0.0145,225,-6.0359,289,108.214,230,114.25,353,0.192,182,NA,17.14,128,17.39,150,17.18,5,17.97,10
"1710","Wednesday, March 4",2026,"Boston University",0,"PL","Joe Jones",15,16,-7.954,263,0.312,257,111.744,129,114.527,69,119.698,344,113.575,300,63.7043,360,63.1531,354,-0.0539,317,-9.0345,343,104.146,329,113.18,326,-4.6788,299,NA,19.51,354,17.98,289,19.26,10,18.1,3
"1711","Wednesday, March 4",2026,"Georgia Southern",0,"SB","Charlie Henry",17,15,-8.0918,264,0.3042,262,108.454,184,109.643,150,116.546,312,111.43,259,71.6238,35,70.4149,31,0.0444,75,-6.2743,293,105.595,300,111.869,265,-7.0735,336,NA,16.18,41,17.32,130,16.5,3,17.61,7
"1712","Wednesday, March 4",2026,"Central Michigan",0,"MAC","Andy Bronkema",10,20,-8.2249,265,0.2977,266,106.142,233,105.039,251,114.367,273,113.464,297,68.3491,187,66.8392,203,-0.0971,358,-1.2583,185,108.791,190,110.05,188,1.5328,142,NA,18.19,256,17.07,79,17.85,9,17.18,4
"1713","Wednesday, March 4",2026,"Lindenwood",0,"OVC","Kyle Gerdeman",18,14,-8.3512,266,0.286,269,100.841,314,101.984,304,109.193,165,102.855,58,73.1991,12,72.4823,6,0.0328,101,-8.6998,337,103.372,348,112.072,277,2.5809,117,NA,15.36,11,17.37,145,15.19,1,17.75,5
"1714","Wednesday, March 4",2026,"Incarnate Word",0,"Slnd","Shane Heirman",12,19,-8.3713,267,0.299,265,108.85,178,107.546,197,117.221,321,114.786,318,65.3893,323,65.3354,283,-0.0281,269,-1.1946,184,107.928,244,109.122,158,7.2463,42,NA,19.15,341,17.53,188,19.22,12,17.63,4
"1715","Wednesday, March 4",2026,"Dartmouth",0,"Ivy","Dave McLaughlin",11,15,-8.5618,268,0.2885,268,104.866,253,104.798,258,113.428,259,111.378,258,68.7943,162,69.2479,73,1e-04,188,-2.0542,210,108.349,221,110.403,201,-4.0245,292,NA,17.08,118,17.92,280,17.61,4,18.08,3
"1716","Wednesday, March 4",2026,"Milwaukee",0,"Horz","Bart Lundy",12,20,-8.8818,269,0.2848,270,106.552,221,108.217,179,115.433,298,115.734,331,69.0742,143,67.2517,181,0.0128,150,-1.4683,193,110.716,109,112.184,284,6.683,46,NA,16.59,73,18.19,318,16.78,3,18.59,11
"1717","Wednesday, March 4",2026,"Fairfield",0,"MAAC","Chris Casey",19,12,-8.9167,270,0.284,271,106.505,223,108.706,171,115.422,295,107.908,166,67.2507,237,66.8657,201,0.0835,25,-9.5617,350,102.916,357,112.478,297,-8.6506,356,NA,17.47,168,18.15,311,17.62,4,18.3,8
"1718","Wednesday, March 4",2026,"Longwood",0,"BSth","Ronnie Thomas",16,15,-8.9799,271,0.2774,273,103.442,279,106.083,223,112.422,237,106.718,136,69.4613,125,68.2718,124,-0.0222,250,-8.1894,332,104.916,312,113.105,323,-10.2978,363,NA,16.76,80,17.69,227,17.3,7,17.52,6
"1719","Wednesday, March 4",2026,"Hampton",0,"CAA","Ivan Thomas",13,18,-9.0334,272,0.275,274,102.69,297,101.928,305,111.724,220,108.259,175,65.9286,300,64.982,300,-0.004,194,-3.491,237,106.605,282,110.096,190,-7.0605,335,NA,18.53,296,17.56,195,18.91,11,17.46,5
"1720","Wednesday, March 4",2026,"Bellarmine",0,"ASun","Doug Davenport",13,18,-9.2359,273,0.294,267,116.68,72,118.557,34,125.916,365,124.358,364,66.2431,291,64.6936,316,-0.0105,217,-4.7448,264,108.697,196,113.442,335,2.7786,114,NA,19.02,332,16.95,62,19.16,11,17.12,3
"1721","Wednesday, March 4",2026,"Western Michigan",0,"MAC","Dwayne Stephens",10,20,-9.2969,274,0.2788,272,107.898,194,106.432,219,117.195,320,115.61,328,69.0069,148,67.6113,161,-0.0285,272,-1.312,188,108.414,213,109.726,178,-1.7069,237,NA,18.14,251,16.64,25,18.34,11,16.79,1
"1722","Wednesday, March 4",2026,"Northwestern St.",0,"Slnd","Rick Cabrera",10,21,-9.3932,275,0.2691,276,103.47,277,101.829,306,112.863,246,111.785,271,65.3673,324,64.8974,308,-0.0136,221,-0.5104,166,107.981,242,108.491,136,7.9604,36,NA,18.6,299,17.85,264,18.62,10,18.07,7
"1723","Wednesday, March 4",2026,"Presbyterian",0,"BSth","Quinton Ferrell",14,17,-9.4945,276,0.2665,279,103.166,288,104.167,269,112.66,241,109.175,194,65.7973,306,63.8882,339,-0.0216,249,-4.5837,261,107.359,263,111.943,272,-1.3697,228,NA,18.34,269,18.03,295,18.18,8,17.71,8
